Active Date,COUNTY,SED CODE,LEGAL NAME,INSTITUTION TYPE CODE,INSTITUTION TYPE DESCRIPTION,INSTITUTION SUB TYPE CODE,INSTITUTION SUB TYPE DESCRIPTION,NEEDS RESOURCE CODE,NEEDS RESOURCE DESCRIPTION,GRADE ORGANIZATION CODE,GRADE ORGANIZATION DESCRIPTION,COMMUNITY TYPE CODE,COMMUNITY TYPE DESCRIPTION,MAILING ADDRESS,MAIL CITY,STATE,ZIP,SALUTATION,CEO FIRST NAME,CEO LAST NAME,CEO PHONE,CEO EMAIL
7/1/1980,CAYUGA,050401040002,CATO-MERIDIAN MIDDLE SCHOOL,17,PUBLIC SCHOOLS,4,PUBLIC SCHOOL CENTRAL,5,AVERAGE NEEDS,2,Middle School,77,77,PO BOX 100,CATO,NY,13033,MR.,SEAN,GLEASON,3156263319,sgleason@cm.cnyric.org
7/1/1980,CAYUGA,050401040003,CATO-MERIDIAN SENIOR HIGH SCHOOL,17,PUBLIC SCHOOLS,4,PUBLIC SCHOOL CENTRAL,5,AVERAGE NEEDS,5,Senior High,77,77,PO BOX 100,CATO,NY,13033,MS.,DANIELLE,MAHONEY,3156263317,dmahoney@cm.cnyric.org
7/1/1980,CAYUGA,050701040005,SOUTHERN CAYUGA  7-12 SECONDARY SCHOOL,17,PUBLIC SCHOOLS,4,PUBLIC SCHOOL CENTRAL,5,AVERAGE NEEDS,4,Junior Senior School,77,77,2384 RT 34B,AURORA,NY,13026,MR.,LUKE,CARNICELLI,3153647111,carnicellil@southerncayuga.org
7/1/1990,CAYUGA,050701040007,SOUTHERN CAYUGA ELEMENTARY SCHOOL,17,PUBLIC SCHOOLS,4,PUBLIC SCHOOL CENTRAL,5,AVERAGE NEEDS,1,Elementary,77,77,2384 RT 34B,AURORA,NY,13026,MR.,CHRISTOPHER,CLAPPER,3153647098,clapperc@southerncayuga.org
7/1/1980,CAYUGA,051101040001,A A GATES ELEMENTARY SCHOOL,17,PUBLIC SCHOOLS,4,PUBLIC SCHOOL CENTRAL,5,AVERAGE NEEDS,1,Elementary,77,77,30 MAPLE AVE,PORT BYRON,NY,13140,MS.,JULIE,PODOLAK,3157765728,jpodolak@pbcschools.org
7/1/1980,CAYUGA,051101040004,PORT BYRON SENIOR HIGH SCHOOL,17,PUBLIC SCHOOLS,4,PUBLIC SCHOOL CENTRAL,5,AVERAGE NEEDS,4,Junior Senior School,77,77,30 MAPLE AVE,PORT BYRON,NY,13140,MR.,MICHAEL,JORGENSEN,3157765728,mjorgensen@pbcschools.org
7/1/1980,CAYUGA,051301040001,MILLARD FILLMORE ELEMENTARY SCHOOL,17,PUBLIC SCHOOLS,4,PUBLIC SCHOOL CENTRAL,5,AVERAGE NEEDS,1,Elementary,77,77,PO BOX 1188,MORAVIA,NY,13118,MS.,JULIE,PODOLAK,3154972670,jpodolak@moraviaschool.org
7/1/1980,CAYUGA,051301040003,MORAVIA JUNIOR-SENIOR HIGH SCHOOL,17,PUBLIC SCHOOLS,4,PUBLIC SCHOOL CENTRAL,5,AVERAGE NEEDS,4,Junior Senior School,77,77,PO BOX 1189,MORAVIA,NY,13118,MR.,GREGORY,JENNE,3154972670,gjenne@moraviaschool.org
7/1/1980,CAYUGA,051901040002,ANDREW J SMITH ELEMENTARY SCHOOL,17,PUBLIC SCHOOLS,4,PUBLIC SCHOOL CENTRAL,5,AVERAGE NEEDS,1,Elementary,77,77,PO BOX 760,UNION SPRINGS,NY,13160,MS.,KAREN,BURCROFF,3158897102,kburcroff@unionspringscsd.org
7/1/1980,CAYUGA,051901040003,CAYUGA ELEMENTARY SCHOOL,17,PUBLIC SCHOOLS,4,PUBLIC SCHOOL CENTRAL,5,AVERAGE NEEDS,1,Elementary,77,77,PO BOX 266,CAYUGA,NY,13034,MS.,SHEILA,LADOUCE,3158894170,sladouce@unionspringscsd.org
7/1/1980,CAYUGA,051901040005,UNION SPRINGS HIGH SCHOOL,17,PUBLIC SCHOOLS,4,PUBLIC SCHOOL CENTRAL,5,AVERAGE NEEDS,4,Junior Senior School,77,77,PO BOX 508,UNION SPRINGS,NY,13160,MR.,CHARLES,WALKER,3158894110,cwalker@unionspringscsd.org
7/1/2015,CAYUGA,051901040006,UNION SPRINGS MIDDLE SCHOOL,17,PUBLIC SCHOOLS,4,PUBLIC SCHOOL CENTRAL,5,AVERAGE NEEDS,8,Other,77,77,239 CAYUGA ST,UNION SPRINGS,NY,13160,MR.,MICHAEL,WURSTER,3158894110,mwurster@unionspringscsd.org
7/1/1980,CORTLAND,110101040001,CINCINNATUS ELEMENTARY SCHOOL,17,PUBLIC SCHOOLS,4,PUBLIC SCHOOL CENTRAL,4,RURAL HIGH NEEDS,1,Elementary,77,77,2809 CINCINNATUS RD,CINCINNATUS,NY,13040,MR.,THOMAS,DURKOT,6078633200,tdurkot@cc.cnyric.org
7/1/1980,CORTLAND,110101040002,CINCINNATUS HIGH SCHOOL,17,PUBLIC SCHOOLS,4,PUBLIC SCHOOL CENTRAL,4,RURAL HIGH NEEDS,5,Senior High,77,77,2809 CINCINNATUS RD,CINCINNATUS,NY,13040,MR.,DAVID,PHETTEPLACE,6078633022,dphetteplace@cc.cnyric.org
7/1/2003,CORTLAND,110101040003,CINCINNATUS MIDDLE SCHOOL,17,PUBLIC SCHOOLS,4,PUBLIC SCHOOL CENTRAL,4,RURAL HIGH NEEDS,2,Middle School,77,77,2809 CINCINNATUS RD,CINCINNATUS,NY,13040,MR.,DAVID,PHETTEPLACE,6078633200,dphetteplace@cc.cnyric.org
7/1/1980,CORTLAND,110200010003,FRANKLYN S BARRY SCHOOL,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,3,URBAN/SUBURBAN/HIGH NEEDS,1,Elementary,74,74,20 RAYMOND AVE,CORTLAND,NY,13045,MR.,DOUGLAS,PASQUERELLA,6077584150,dpasquerella@cortlandschools.org
7/1/1980,CORTLAND,110200010004,VIRGIL ELEMENTARY SCHOOL,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,3,URBAN/SUBURBAN/HIGH NEEDS,1,Elementary,74,74,1208 CHURCH ST,CORTLAND,NY,13045,MS.,LISA,KAUP,6077584130,lkaup@cortlandschools.org
7/1/1980,CORTLAND,110200010008,ALTON B PARKER SCHOOL,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,3,URBAN/SUBURBAN/HIGH NEEDS,1,Elementary,74,74,89 MADISON AVE,CORTLAND,NY,13045,MR.,JOSHUA,BACIGALUPI,6077584160,jbacigalupi@cortlandschools.org
7/1/1980,CORTLAND,110200010009,RANDALL SCHOOL,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,3,URBAN/SUBURBAN/HIGH NEEDS,1,Elementary,74,74,31 RANDALL ST,CORTLAND,NY,13045,MR.,CLIFFORD,KOSTUK,6077584170,ckostuk@cortlandschools.org
7/1/1980,CORTLAND,110200010010,F E SMITH SCHOOL,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,3,URBAN/SUBURBAN/HIGH NEEDS,1,Elementary,74,74,33 WHEELER AVE,CORTLAND,NY,13045,MS.,ANGELA,WANISH,6077584180,awanish@cortlandschools.org
7/1/1980,CORTLAND,110200010011,CORTLAND JUNIOR-SENIOR HIGH SCHOOL,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,3,URBAN/SUBURBAN/HIGH NEEDS,4,Junior Senior School,74,74,8 VALLEY VIEW DR,CORTLAND,NY,13045,MR.,JOSEPH,MACK,6077584100,jcmack@cortlandschools.org
7/1/1980,CORTLAND,110304040001,MCGRAW ELEMENTARY SCHOOL,17,PUBLIC SCHOOLS,4,PUBLIC SCHOOL CENTRAL,4,RURAL HIGH NEEDS,1,Elementary,77,77,PO BOX 556,MCGRAW,NY,13101,MS.,SUSAN,PRINCE,6078363650,sprince@mcgrawschools.org
7/1/1980,CORTLAND,110304040002,MCGRAW SECONDARY SCHOOL,17,PUBLIC SCHOOLS,4,PUBLIC SCHOOL CENTRAL,4,RURAL HIGH NEEDS,4,Junior Senior School,77,77,PO BOX 556,MCGRAW,NY,13101,MR.,MARK,DIMORIER,6078363600,mdimorier@mcgrawschools.org
7/1/1980,CORTLAND,110701060001,HOMER SENIOR HIGH SCHOOL,17,PUBLIC SCHOOLS,7,PUBLIC SCHOOL INDEPENDENT CENTRAL,5,AVERAGE NEEDS,5,Senior High,76,76,PO BOX 500,HOMER,NY,13077,MR.,DOUGLAS,VAN ETTEN,6077497246,dvanetten@homercentral.org
7/1/1980,CORTLAND,110701060002,HOMER ELEMENTARY SCHOOL,17,PUBLIC SCHOOLS,7,PUBLIC SCHOOL INDEPENDENT CENTRAL,5,AVERAGE NEEDS,1,Elementary,76,76,PO BOX 500,HOMER,NY,13077,MR.,JAMES,MCGORY,6077491250,jmcgory@homercentral.org
7/1/1980,CORTLAND,110701060003,HOMER INTERMEDIATE SCHOOL,17,PUBLIC SCHOOLS,7,PUBLIC SCHOOL INDEPENDENT CENTRAL,5,AVERAGE NEEDS,1,Elementary,76,76,PO BOX 500,HOMER,NY,13077,MS.,STEPHANIE,FALLS,6077491240,sfalls@homercentral.org
7/1/1999,CORTLAND,110701060006,HOMER JUNIOR HIGH SCHOOL,17,PUBLIC SCHOOLS,7,PUBLIC SCHOOL INDEPENDENT CENTRAL,5,AVERAGE NEEDS,2,Middle School,76,76,PO BOX 500,HOMER,NY,13077,MR.,THOMAS,TURCK,6077491240,tturck@homercentral.org
7/1/1980,CORTLAND,110901040001,MARATHON HIGH SCHOOL,17,PUBLIC SCHOOLS,4,PUBLIC SCHOOL CENTRAL,4,RURAL HIGH NEEDS,4,Junior Senior School,77,77,PO BOX 339,MARATHON,NY,13803,MR.,CHRISTOPHER,GRETHEL,6078493251,grethelc@marathonschools.org
7/1/1980,CORTLAND,110901040002,WILLIAM APPLEBY ELEMENTARY SCHOOL,17,PUBLIC SCHOOLS,4,PUBLIC SCHOOL CENTRAL,4,RURAL HIGH NEEDS,1,Elementary,77,77,PO BOX 339,MARATHON,NY,13803,MR.,JONATHAN,HILLIS,6078493281,hillisj@marathonschools.org
7/1/1980,MADISON,250109040001,BROOKFIELD CENTRAL SCHOOL,17,PUBLIC SCHOOLS,4,PUBLIC SCHOOL CENTRAL,4,RURAL HIGH NEEDS,6,K-12 School,77,77,PO BOX 60,BROOKFIELD,NY,13314,MS.,CARRIE,SMITH,3158993323,csmith@brookfieldcsd.org
7/1/1980,MADISON,250201060001,CAZENOVIA MIDDLE SCHOOL,17,PUBLIC SCHOOLS,7,PUBLIC SCHOOL INDEPENDENT CENTRAL,5,AVERAGE NEEDS,2,Middle School,76,76,31 EMORY AVE,CAZENOVIA,NY,13035,DR.,JEAN,REGAN,3156551324,jregan@caz.cnyric.org
7/1/1980,MADISON,250201060002,CAZENOVIA HIGH SCHOOL,17,PUBLIC SCHOOLS,7,PUBLIC SCHOOL INDEPENDENT CENTRAL,5,AVERAGE NEEDS,4,Junior Senior School,76,76,31 EMORY AVE,CAZENOVIA,NY,13035,MR.,ERIC,KNUTH,3156551314,eknuth@caz.cnyric.org
7/1/1980,MADISON,250201060006,BURTON STREET ELEMENTARY SCHOOL,17,PUBLIC SCHOOLS,7,PUBLIC SCHOOL INDEPENDENT CENTRAL,5,AVERAGE NEEDS,1,Elementary,76,76,37 BURTON ST,CAZENOVIA,NY,13035,MS.,MARYANN,MACINTOSH,3156551325,mmacintosh@caz.cnyric.org
7/1/1980,MADISON,250301040001,DERUYTER HIGH SCHOOL,17,PUBLIC SCHOOLS,4,PUBLIC SCHOOL CENTRAL,4,RURAL HIGH NEEDS,4,Junior Senior School,77,77,711 RAILROAD ST,DERUYTER,NY,13052,DR.,SARAH,STACK FEINBERG,3158523400,sfeinberg@deruytercentral.org
7/1/1987,MADISON,250301040002,DERUYTER ELEMENTARY SCHOOL,17,PUBLIC SCHOOLS,4,PUBLIC SCHOOL CENTRAL,4,RURAL HIGH NEEDS,1,Elementary,77,77,711 RAILROAD ST,DERUYTER,NY,13052,MS.,KIMBERLY,O'BRIEN,3158523400,obrien@deruytercentral.org
7/1/1980,MADISON,250401040001,EDWARD R ANDREWS ELEMENTARY SCHOOL,17,PUBLIC SCHOOLS,4,PUBLIC SCHOOL CENTRAL,4,RURAL HIGH NEEDS,1,Elementary,77,77,PO BOX 990,MORRISVILLE,NY,13408,MS.,DEBRA,DUSHKO,3156849288,ddushko@m-ecs.org
7/1/1980,MADISON,250401040004,MORRISVILLE MIDDLE SCHOOL HIGH SCHOOL,17,PUBLIC SCHOOLS,4,PUBLIC SCHOOL CENTRAL,4,RURAL HIGH NEEDS,4,Junior Senior School,77,77,PO BOX 990,MORRISVILLE,NY,13408,MR.,MICHAEL,SANDORE,3156849121,msandore@m-ecs.org
7/1/1980,MADISON,250701040001,HAMILTON JUNIOR-SENIOR HIGH SCHOOL,17,PUBLIC SCHOOLS,4,PUBLIC SCHOOL CENTRAL,5,AVERAGE NEEDS,4,Junior Senior School,77,77,47 W KENDRICK AVE,HAMILTON,NY,13346,MR.,WILLIAM,DOWSLAND,3158246320,wdowsland@hamiltoncentral.org
7/1/1990,MADISON,250701040002,HAMILTON ELEMENTARY SCHOOL,17,PUBLIC SCHOOLS,4,PUBLIC SCHOOL CENTRAL,5,AVERAGE NEEDS,1,Elementary,77,77,47 W KENDRICK AVE,HAMILTON,NY,13346,MR.,KEVIN,ELLIS,3158246330,kellis@hamiltoncentral.org
7/1/1980,MADISON,250901060003,PETERBORO STREET ELEMENTARY SCHOOL,17,PUBLIC SCHOOLS,7,PUBLIC SCHOOL INDEPENDENT CENTRAL,5,AVERAGE NEEDS,1,Elementary,76,76,220 N PETERBORO ST,CANASTOTA,NY,13032,MS.,JENNIFER,CARNAHAN,3156972027,jcarnahan@canastotacsd.org
7/1/1980,MADISON,250901060004,CANASTOTA HIGH SCHOOL,17,PUBLIC SCHOOLS,7,PUBLIC SCHOOL INDEPENDENT CENTRAL,5,AVERAGE NEEDS,4,Junior Senior School,76,76,101 ROBERTS ST,CANASTOTA,NY,13032,MR.,JAY,ALTOBELLO,3156972003,jaltobello@canastotacsd.org
7/1/1980,MADISON,250901060005,ROBERTS STREET MIDDLE SCHOOL,17,PUBLIC SCHOOLS,7,PUBLIC SCHOOL INDEPENDENT CENTRAL,5,AVERAGE NEEDS,1,Elementary,76,76,120 ROBERTS ST,CANASTOTA,NY,13032,MS.,MELISSA,STANEK,3156972029,mstanek@canastotacsd.org
7/1/1980,MADISON,250901060006,SOUTH SIDE ELEMENTARY SCHOOL,17,PUBLIC SCHOOLS,7,PUBLIC SCHOOL INDEPENDENT CENTRAL,5,AVERAGE NEEDS,1,Elementary,76,76,200 HIGH ST,CANASTOTA,NY,13032,MS.,JENNIFER,CARNAHAN,3156976372,jcarnahan@canastotacsd.org
7/1/1980,MADISON,251101040003,MADISON CENTRAL SCHOOL,17,PUBLIC SCHOOLS,4,PUBLIC SCHOOL CENTRAL,4,RURAL HIGH NEEDS,6,K-12 School,77,77,PO BOX 155,MADISON,NY,13402,MR.,LARRY,NICHOLS,3158931878,lnichols@madisoncentralny.org
7/1/1994,MADISON,251400010003,NORTH BROAD STREET SCHOOL,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,5,AVERAGE NEEDS,1,Elementary,74,74,230 N BROAD ST,ONEIDA,NY,13421,MR.,WILLIAM,SIMMONS,3153633650,wsimmons@oneidacsd.org
7/1/1994,MADISON,251400010005,SENECA STREET SCHOOL,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,5,AVERAGE NEEDS,1,Elementary,74,74,436 SENECA ST,ONEIDA,NY,13421,MS.,MOLLY,HAGAN,3153633930,mhagan@oneidacsd.org
7/1/1994,MADISON,251400010006,W F PRIOR ELEMENTARY SCHOOL,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,5,AVERAGE NEEDS,1,Elementary,74,74,205 EAST AVE,ONEIDA,NY,13421,MS.,MOIRA,YARDLEY,3153632190,myardley@oneidacsd.org
7/1/1994,MADISON,251400010008,OTTO L SHORTELL MIDDLE SCHOOL,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,5,AVERAGE NEEDS,2,Middle School,74,74,BOX 716,WAMPSVILLE,NY,13163,MR.,TODD,WIDRICK,3153631050,twidrick@oneidacsd.org
7/1/1994,MADISON,251400010009,ONEIDA SENIOR HIGH SCHOOL,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,5,AVERAGE NEEDS,5,Senior High,74,74,560 SENECA ST,ONEIDA,NY,13421,MR.,BRIAN,GALLAGHER,3153636901,bgallagher@oneidacsd.org
7/1/1980,MADISON,251501040001,STOCKBRIDGE VALLEY CENTRAL SCHOOL,17,PUBLIC SCHOOLS,4,PUBLIC SCHOOL CENTRAL,5,AVERAGE NEEDS,6,K-12 School,77,77,PO BOX 732,MUNNSVILLE,NY,13409,MR.,RONALD,SPADAFORA,3154954450,rspadafora@stockbridgevalley.org
7/1/1980,MADISON,251601060001,BRIDGEPORT ELEMENTARY SCHOOL,17,PUBLIC SCHOOLS,7,PUBLIC SCHOOL INDEPENDENT CENTRAL,5,AVERAGE NEEDS,1,Elementary,76,76,9076 NORTH RD,BRIDGEPORT,NY,13030,MS.,MARY,FARBER,3156872272,mfarber@chittenangoschools.org
7/1/1980,MADISON,251601060002,BOLIVAR ROAD ELEMENTARY SCHOOL,17,PUBLIC SCHOOLS,7,PUBLIC SCHOOL INDEPENDENT CENTRAL,5,AVERAGE NEEDS,1,Elementary,76,76,6983 BOLIVAR RD,CHITTENANGO,NY,13037,MR.,BENJAMIN,NEW,3156872882,bnew@chittenangoschools.org
7/1/1980,MADISON,251601060003,CHITTENANGO MIDDLE SCHOOL,17,PUBLIC SCHOOLS,7,PUBLIC SCHOOL INDEPENDENT CENTRAL,5,AVERAGE NEEDS,2,Middle School,76,76,1732 FYLER RD,CHITTENANGO,NY,13037,MR.,ARNOLD,MEROLA,3156872802,amerola@chittenangoschools.org
7/1/1980,MADISON,251601060005,CHITTENANGO HIGH SCHOOL,17,PUBLIC SCHOOLS,7,PUBLIC SCHOOL INDEPENDENT CENTRAL,5,AVERAGE NEEDS,5,Senior High,76,76,150 W GENESEE ST,CHITTENANGO,NY,13037,MR.,NICHOLAS,FERSCH,3156872978,nfersch@chittenangoschools.org
7/1/1980,ONONDAGA,420101060001,EAST HILL ELEMENTARY SCHOOL,17,PUBLIC SCHOOLS,7,PUBLIC SCHOOL INDEPENDENT CENTRAL,5,AVERAGE NEEDS,1,Elementary,75,75,401 BLACKMORE RD,CAMILLUS,NY,13031,MS.,LISA,CRAIG,3154874648,lcraig@westgenesee.org
7/1/1980,ONONDAGA,420101060003,STONEHEDGE ELEMENTARY SCHOOL,17,PUBLIC SCHOOLS,7,PUBLIC SCHOOL INDEPENDENT CENTRAL,5,AVERAGE NEEDS,1,Elementary,75,75,400 SANDERSON DR,CAMILLUS,NY,13031,MR.,BRENT,SUDDABY,3154874631,bsuddaby@westgenesee.org
7/1/1980,ONONDAGA,420101060005,ONONDAGA ROAD ELEMENTARY SCHOOL,17,PUBLIC SCHOOLS,7,PUBLIC SCHOOL INDEPENDENT CENTRAL,5,AVERAGE NEEDS,1,Elementary,75,75,703 ONONDAGA RD,SYRACUSE,NY,13219,MS.,JEANNETTE,CLARK,3154874653,jclark@westgenesee.org
7/1/1980,ONONDAGA,420101060006,SPLIT ROCK ELEMENTARY SCHOOL,17,PUBLIC SCHOOLS,7,PUBLIC SCHOOL INDEPENDENT CENTRAL,5,AVERAGE NEEDS,1,Elementary,75,75,4151 SPLIT ROCK RD,CAMILLUS,NY,13031,MR.,TODD,FREEMAN,3154874656,tfreeman@westgenesee.org
7/1/1980,ONONDAGA,420101060008,WEST GENESEE MIDDLE SCHOOL,17,PUBLIC SCHOOLS,7,PUBLIC SCHOOL INDEPENDENT CENTRAL,5,AVERAGE NEEDS,2,Middle School,75,75,500 SANDERSON DR,CAMILLUS,NY,13031,MR.,STEPHEN,DUNHAM,3154874615,sdunham@westgenesee.org
7/1/1980,ONONDAGA,420101060009,WEST GENESEE SENIOR HIGH SCHOOL,17,PUBLIC SCHOOLS,7,PUBLIC SCHOOL INDEPENDENT CENTRAL,5,AVERAGE NEEDS,5,Senior High,75,75,5201 W GENESEE ST,CAMILLUS,NY,13031,MR.,GEOFFREY,MORTON,3154874592,gmorton@westgenesee.org
7/1/1980,ONONDAGA,420101060011,CAMILLUS MIDDLE SCHOOL,17,PUBLIC SCHOOLS,7,PUBLIC SCHOOL INDEPENDENT CENTRAL,5,AVERAGE NEEDS,2,Middle School,75,75,5525 IKE DIXON RD,CAMILLUS,NY,13031,MS.,BETH,LOZIER,3156723159,blozier@westgenesee.org
7/1/1980,ONONDAGA,420303060001,ALLEN ROAD ELEMENTARY SCHOOL,17,PUBLIC SCHOOLS,7,PUBLIC SCHOOL INDEPENDENT CENTRAL,5,AVERAGE NEEDS,1,Elementary,75,75,803 ALLEN RD,NORTH SYRACUSE,NY,13212,MR.,DAVID,LUNDEN,3152182300,dlunden@nscsd.org
7/1/1980,ONONDAGA,420303060002,KARL W SAILE BEAR ROAD ELEMENTARY SCHOOL,17,PUBLIC SCHOOLS,7,PUBLIC SCHOOL INDEPENDENT CENTRAL,5,AVERAGE NEEDS,1,Elementary,75,75,5590 BEAR RD,NORTH SYRACUSE,NY,13212,MR.,JOHN,COLE,3152182400,jcole2@nscsd.org
7/1/1980,ONONDAGA,420303060003,CICERO ELEMENTARY SCHOOL,17,PUBLIC SCHOOLS,7,PUBLIC SCHOOL INDEPENDENT CENTRAL,5,AVERAGE NEEDS,1,Elementary,75,75,5979 RT 31,CICERO,NY,13039,MS.,KATHLEEN,WHEELER,3152182500,kwheeler3@nscsd.org
7/1/1980,ONONDAGA,420303060004,LAKESHORE ROAD ELEMENTARY SCHOOL,17,PUBLIC SCHOOLS,7,PUBLIC SCHOOL INDEPENDENT CENTRAL,5,AVERAGE NEEDS,1,Elementary,75,75,7180 LAKESHORE RD,CICERO,NY,13039,MR.,MATTHEW,MOTALA,3152182600,mmotala@nscsd.org
7/1/1980,ONONDAGA,420303060007,ROXBORO ROAD ELEMENTARY SCHOOL,17,PUBLIC SCHOOLS,7,PUBLIC SCHOOL INDEPENDENT CENTRAL,5,AVERAGE NEEDS,1,Elementary,75,75,200 BERNARD ST,SYRACUSE,NY,13211,MS.,JACQUELYN,GRACE,3152182700,jgrace@nscsd.org
7/1/1980,ONONDAGA,420303060008,SMITH ROAD ELEMENTARY SCHOOL,17,PUBLIC SCHOOLS,7,PUBLIC SCHOOL INDEPENDENT CENTRAL,5,AVERAGE NEEDS,1,Elementary,75,75,5959 SMITH RD,NORTH SYRACUSE,NY,13212,MR.,GREGORY,STONE,3152182800,gstone@nscsd.org
7/1/1980,ONONDAGA,420303060009,GILLETTE ROAD MIDDLE SCHOOL,17,PUBLIC SCHOOLS,7,PUBLIC SCHOOL INDEPENDENT CENTRAL,5,AVERAGE NEEDS,2,Middle School,75,75,6150 S BAY RD,CICERO,NY,13039,MR.,CHRISTOPHER,LEAHEY,3152183000,cleahey@nscsd.org
7/1/1980,ONONDAGA,420303060010,NORTH SYRACUSE JUNIOR HIGH SCHOOL,17,PUBLIC SCHOOLS,7,PUBLIC SCHOOL INDEPENDENT CENTRAL,5,AVERAGE NEEDS,3,Junior High School,75,75,5353 W TAFT RD,NORTH SYRACUSE,NY,13212,MS.,CONSTANCE,TUROSE,3152183600,cturose@nscsd.org
